"","name","team_name","game_date","season","period","minutes_remaining","seconds_remaining","minute","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y"
"3351","Klay Thompson","Golden State Warriors","11/10/16",2016,3,6,2,30,"shot_yes","Jump Shot","3PT Field Goal",25,"Denver Nuggets",156,203
"3352","Klay Thompson","Golden State Warriors","12/15/16",2016,1,10,57,10,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",-232,-5
"3353","Klay Thompson","Golden State Warriors","11/10/16",2016,1,10,22,10,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",-160,116
"3354","Klay Thompson","Golden State Warriors","11/10/16",2016,3,9,10,33,"shot_no","Jump Shot","2PT Field Goal",16,"Denver Nuggets",-165,2
"3355","Klay Thompson","Golden State Warriors","11/10/16",2016,3,8,17,32,"shot_yes","Jump Shot","2PT Field Goal",18,"Denver Nuggets",-138,121
"3356","Klay Thompson","Golden State Warriors","11/10/16",2016,2,7,1,19,"shot_no","Jump Shot","3PT Field Goal",26,"Denver Nuggets",184,190
"3357","Klay Thompson","Golden State Warriors","11/10/16",2016,1,8,58,8,"shot_yes","Jump Shot","2PT Field Goal",18,"Denver Nuggets",64,174
"3358","Klay Thompson","Golden State Warriors","11/10/16",2016,2,0,32,12,"shot_yes","Jump Shot","2PT Field Goal",3,"Denver Nuggets",-29,11
"3359","Klay Thompson","Golden State Warriors","11/10/16",2016,4,7,23,43,"shot_yes","Jump Shot","3PT Field Goal",26,"Denver Nuggets",200,174
"3360","Klay Thompson","Golden State Warriors","11/10/16",2016,1,11,1,11,"shot_no","Jump Shot","2PT Field Goal",19,"Denver Nuggets",120,159
"3361","Klay Thompson","Golden State Warriors","11/10/16",2016,4,10,54,46,"shot_no","Jump Shot","2PT Field Goal",15,"Denver Nuggets",0,159
"3362","Klay Thompson","Golden State Warriors","11/10/16",2016,3,8,53,32,"shot_yes","Jump Shot","3PT Field Goal",26,"Denver Nuggets",-171,198
"3363","Klay Thompson","Golden State Warriors","11/10/16",2016,3,4,30,28,"shot_no","Jump Shot","2PT Field Goal",18,"Denver Nuggets",168,72
"3364","Klay Thompson","Golden State Warriors","11/26/16",2016,3,5,35,29,"shot_no","Jump Shot","2PT Field Goal",20,"Minnesota Timberwolves",0,203
"3365","Klay Thompson","Golden State Warriors","11/18/16",2016,3,5,2,29,"shot_no","Jump Shot","3PT Field Goal",25,"Boston Celtics",-235,105
"3366","Klay Thompson","Golden State Warriors","1/22/17",2016,4,4,29,40,"shot_yes","Jump Shot","3PT Field Goal",23,"Orlando Magic",-230,-11
"3367","Klay Thompson","Golden State Warriors","1/22/17",2016,1,11,38,11,"shot_yes","Jump Shot","3PT Field Goal",25,"Orlando Magic",140,218
"3368","Klay Thompson","Golden State Warriors","1/22/17",2016,4,9,58,45,"shot_no","Jump Shot","3PT Field Goal",23,"Orlando Magic",-230,-10
"3369","Klay Thompson","Golden State Warriors","1/22/17",2016,3,4,50,28,"shot_yes","Jump Shot","3PT Field Goal",25,"Orlando Magic",161,203
"3370","Klay Thompson","Golden State Warriors","12/15/16",2016,4,7,29,43,"shot_no","Jump Shot","3PT Field Goal",23,"New York Knicks",-230,8
"3371","Klay Thompson","Golden State Warriors","12/15/16",2016,3,6,6,30,"shot_yes","Jump Shot","3PT Field Goal",26,"New York Knicks",163,208
"3372","Klay Thompson","Golden State Warriors","12/15/16",2016,3,5,41,29,"shot_no","Jump Shot","3PT Field Goal",24,"New York Knicks",-237,62
"3373","Klay Thompson","Golden State Warriors","12/15/16",2016,1,7,43,7,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",179,178
"3374","Klay Thompson","Golden State Warriors","12/15/16",2016,2,4,11,16,"shot_no","Jump Shot","3PT Field Goal",25,"New York Knicks",184,183
"3375","Klay Thompson","Golden State Warriors","11/26/16",2016,1,10,8,10,"shot_yes","Jump Shot","2PT Field Goal",12,"Minnesota Timberwolves",9,129
"3376","Klay Thompson","Golden State Warriors","11/26/16",2016,4,11,9,47,"shot_no","Jump Shot","2PT Field Goal",22,"Minnesota Timberwolves",182,139
"3377","Klay Thompson","Golden State Warriors","11/26/16",2016,4,7,47,43,"shot_no","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",238,13
"3378","Klay Thompson","Golden State Warriors","11/26/16",2016,3,11,19,35,"shot_no","Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",94,169
"3379","Klay Thompson","Golden State Warriors","11/26/16",2016,3,9,5,33,"shot_no","Jump Shot","3PT Field Goal",28,"Minnesota Timberwolves",128,257
"3380","Klay Thompson","Golden State Warriors","11/26/16",2016,1,7,28,7,"shot_yes","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",-233,16
"3381","Klay Thompson","Golden State Warriors","11/26/16",2016,2,0,38,12,"shot_no","Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",174,203
"3382","Klay Thompson","Golden State Warriors","11/26/16",2016,2,5,19,17,"shot_yes","Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",10,65
"3383","Klay Thompson","Golden State Warriors","12/15/16",2016,3,4,41,28,"shot_no","Jump Shot","2PT Field Goal",4,"New York Knicks",20,41
"3384","Klay Thompson","Golden State Warriors","12/15/16",2016,1,3,28,3,"shot_no","Jump Shot","3PT Field Goal",26,"New York Knicks",135,223
"3385","Klay Thompson","Golden State Warriors","2/23/17",2016,1,8,26,8,"shot_yes","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-209,141
"3386","Klay Thompson","Golden State Warriors","2/23/17",2016,1,8,50,8,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",91,237
"3387","Klay Thompson","Golden State Warriors","2/23/17",2016,2,10,39,22,"shot_no","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-9,252
"3388","Klay Thompson","Golden State Warriors","10/28/16",2016,3,9,37,33,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",-237,75
"3389","Klay Thompson","Golden State Warriors","10/28/16",2016,1,7,29,7,"shot_no","Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",138,41
"3390","Klay Thompson","Golden State Warriors","10/28/16",2016,4,4,6,40,"shot_yes","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",120,218
"3391","Klay Thompson","Golden State Warriors","10/28/16",2016,2,2,29,14,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",-237,43
"3392","Klay Thompson","Golden State Warriors","10/28/16",2016,4,11,43,47,"shot_no","Jump Shot","2PT Field Goal",17,"New Orleans Pelicans",-161,67
"3393","Klay Thompson","Golden State Warriors","10/28/16",2016,1,11,43,11,"shot_no","Jump Shot","2PT Field Goal",14,"New Orleans Pelicans",112,85
"3394","Klay Thompson","Golden State Warriors","10/28/16",2016,1,5,0,5,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",207,146
"3395","Klay Thompson","Golden State Warriors","10/28/16",2016,4,10,35,46,"shot_yes","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",125,239
"3396","Klay Thompson","Golden State Warriors","10/28/16",2016,1,11,18,11,"shot_yes","Jump Shot","2PT Field Goal",18,"New Orleans Pelicans",133,124
"3397","Klay Thompson","Golden State Warriors","10/28/16",2016,3,4,9,28,"shot_no","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",233,16
"3398","Klay Thompson","Golden State Warriors","10/28/16",2016,1,5,24,5,"shot_yes","Jump Shot","2PT Field Goal",16,"New Orleans Pelicans",-137,87
"3399","Klay Thompson","Golden State Warriors","10/28/16",2016,3,4,4,28,"shot_no","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",171,183
"3400","Klay Thompson","Golden State Warriors","10/28/16",2016,3,8,50,32,"shot_no","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",241,31
"3401","Klay Thompson","Golden State Warriors","10/28/16",2016,1,1,0,1,"shot_yes","Jump Shot","2PT Field Goal",18,"New Orleans Pelicans",69,175
"3402","Klay Thompson","Golden State Warriors","10/28/16",2016,2,3,40,15,"shot_yes","Jump Shot","2PT Field Goal",18,"New Orleans Pelicans",153,95
"3403","Klay Thompson","Golden State Warriors","10/28/16",2016,2,11,19,23,"shot_no","Jump Shot","3PT Field Goal",27,"New Orleans Pelicans",-142,237
"3404","Klay Thompson","Golden State Warriors","2/23/17",2016,4,8,56,44,"shot_yes","Jump Shot","2PT Field Goal",21,"Los Angeles Clippers",-201,82
"3405","Klay Thompson","Golden State Warriors","2/23/17",2016,4,6,15,42,"shot_no","Jump Shot","3PT Field Goal",28,"Los Angeles Clippers",217,188
"3406","Klay Thompson","Golden State Warriors","2/23/17",2016,1,4,39,4,"shot_no","Jump Shot","2PT Field Goal",18,"Los Angeles Clippers",146,120
"3407","Klay Thompson","Golden State Warriors","1/4/17",2016,4,8,45,44,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",92,242
"3408","Klay Thompson","Golden State Warriors","1/4/17",2016,1,10,24,10,"shot_no","Jump Shot","2PT Field Goal",12,"Portland Trail Blazers",-4,120
"3409","Klay Thompson","Golden State Warriors","11/18/16",2016,4,9,24,45,"shot_no","Jump Shot","2PT Field Goal",20,"Boston Celtics",-110,170
"3410","Klay Thompson","Golden State Warriors","11/18/16",2016,4,10,9,46,"shot_yes","Jump Shot","2PT Field Goal",16,"Boston Celtics",32,165
"3411","Klay Thompson","Golden State Warriors","11/18/16",2016,3,8,25,32,"shot_yes","Jump Shot","2PT Field Goal",13,"Boston Celtics",-42,129
"3412","Klay Thompson","Golden State Warriors","2/11/17",2016,1,8,32,8,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-205,159
"3413","Klay Thompson","Golden State Warriors","2/11/17",2016,4,9,11,45,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-163,183
"3414","Klay Thompson","Golden State Warriors","2/11/17",2016,2,2,2,14,"shot_yes","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-197,144
"3415","Klay Thompson","Golden State Warriors","2/11/17",2016,2,5,36,17,"shot_no","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",151,193
"3416","Klay Thompson","Golden State Warriors","2/11/17",2016,3,11,43,35,"shot_yes","Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",213,178
"3417","Klay Thompson","Golden State Warriors","2/11/17",2016,4,6,36,42,"shot_yes","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-145,203
"3418","Klay Thompson","Golden State Warriors","2/11/17",2016,3,9,28,33,"shot_yes","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-109,213
"3419","Klay Thompson","Golden State Warriors","2/11/17",2016,2,9,34,21,"shot_yes","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",230,8
"3420","Klay Thompson","Golden State Warriors","12/3/16",2016,1,7,19,7,"shot_yes","Jump Shot","3PT Field Goal",26,"Phoenix Suns",132,224
"3421","Klay Thompson","Golden State Warriors","12/3/16",2016,4,7,35,43,"shot_no","Jump Shot","2PT Field Goal",11,"Phoenix Suns",-62,100
"3422","Klay Thompson","Golden State Warriors","12/3/16",2016,2,8,18,20,"shot_yes","Jump Shot","2PT Field Goal",16,"Phoenix Suns",-89,134
"3423","Klay Thompson","Golden State Warriors","12/3/16",2016,2,2,3,14,"shot_no","Jump Shot","2PT Field Goal",19,"Phoenix Suns",114,154
"3424","Klay Thompson","Golden State Warriors","12/3/16",2016,2,10,34,22,"shot_yes","Jump Shot","3PT Field Goal",25,"Phoenix Suns",37,257
"3425","Klay Thompson","Golden State Warriors","12/3/16",2016,2,8,50,20,"shot_no","Jump Shot","2PT Field Goal",20,"Phoenix Suns",200,11
"3426","Klay Thompson","Golden State Warriors","12/3/16",2016,2,1,45,13,"shot_yes","Jump Shot","3PT Field Goal",24,"Phoenix Suns",-240,3
"3427","Klay Thompson","Golden State Warriors","12/3/16",2016,3,8,41,32,"shot_yes","Jump Shot","3PT Field Goal",22,"Phoenix Suns",225,11
"3428","Klay Thompson","Golden State Warriors","12/3/16",2016,1,5,46,5,"shot_no","Jump Shot","2PT Field Goal",16,"Phoenix Suns",-16,164
"3429","Klay Thompson","Golden State Warriors","12/22/16",2016,3,7,30,31,"shot_yes","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",137,208
"3430","Klay Thompson","Golden State Warriors","12/22/16",2016,3,5,17,29,"shot_yes","Jump Shot","3PT Field Goal",26,"Brooklyn Nets",-11,262
"3431","Klay Thompson","Golden State Warriors","12/22/16",2016,3,4,33,28,"shot_yes","Jump Shot","2PT Field Goal",16,"Brooklyn Nets",-163,33
"3432","Klay Thompson","Golden State Warriors","12/22/16",2016,1,8,50,8,"shot_no","Jump Shot","2PT Field Goal",14,"Brooklyn Nets",-20,141
"3433","Klay Thompson","Golden State Warriors","12/22/16",2016,1,7,25,7,"shot_no","Jump Shot","3PT Field Goal",27,"Brooklyn Nets",46,273
"3434","Klay Thompson","Golden State Warriors","12/22/16",2016,1,11,44,11,"shot_yes","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",120,219
"3435","Klay Thompson","Golden State Warriors","12/22/16",2016,1,11,10,11,"shot_no","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",22,188
"3436","Klay Thompson","Golden State Warriors","12/22/16",2016,1,10,40,10,"shot_no","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",225,116
"3437","Klay Thompson","Golden State Warriors","12/22/16",2016,2,5,55,17,"shot_no","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-86,149
"3438","Klay Thompson","Golden State Warriors","12/22/16",2016,2,5,43,17,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",-106,223
"3439","Klay Thompson","Golden State Warriors","12/22/16",2016,1,3,18,3,"shot_yes","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",-222,2
"3440","Klay Thompson","Golden State Warriors","12/22/16",2016,2,0,57,12,"shot_no","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",12,188
"3441","Klay Thompson","Golden State Warriors","12/22/16",2016,3,2,56,26,"shot_no","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-1,175
"3442","Klay Thompson","Golden State Warriors","12/22/16",2016,3,2,8,26,"shot_no","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-229,29
"3443","Klay Thompson","Golden State Warriors","12/22/16",2016,4,9,58,45,"shot_no","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",241,-19
"3444","Klay Thompson","Golden State Warriors","12/22/16",2016,4,4,44,40,"shot_yes","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",-168,43
"3445","Klay Thompson","Golden State Warriors","12/28/16",2016,2,6,44,18,"shot_no","Jump Shot","2PT Field Goal",15,"Toronto Raptors",156,-1
"3446","Klay Thompson","Golden State Warriors","11/23/16",2016,3,10,8,34,"shot_yes","Jump Shot","2PT Field Goal",16,"Los Angeles Lakers",-96,139
"3447","Klay Thompson","Golden State Warriors","11/18/16",2016,1,9,52,9,"shot_yes","Jump Shot","3PT Field Goal",25,"Boston Celtics",-160,203
"3448","Klay Thompson","Golden State Warriors","11/18/16",2016,3,11,11,35,"shot_yes","Jump Shot","3PT Field Goal",24,"Boston Celtics",-68,239
"3449","Klay Thompson","Golden State Warriors","11/18/16",2016,4,10,38,46,"shot_no","Jump Shot","2PT Field Goal",19,"Boston Celtics",192,26
"3450","Klay Thompson","Golden State Warriors","11/18/16",2016,1,9,9,9,"shot_yes","Jump Shot","3PT Field Goal",25,"Boston Celtics",-176,180
"3451","Klay Thompson","Golden State Warriors","11/18/16",2016,3,6,16,30,"shot_yes","Jump Shot","2PT Field Goal",16,"Boston Celtics",82,139
"3452","Klay Thompson","Golden State Warriors","11/18/16",2016,3,11,21,35,"shot_no","Jump Shot","3PT Field Goal",25,"Boston Celtics",-209,149
"3453","Klay Thompson","Golden State Warriors","11/18/16",2016,2,8,49,20,"shot_yes","Jump Shot","2PT Field Goal",17,"Boston Celtics",-60,169
"3454","Klay Thompson","Golden State Warriors","11/18/16",2016,2,0,45,12,"shot_no","Jump Shot","3PT Field Goal",28,"Boston Celtics",207,198
"3455","Klay Thompson","Golden State Warriors","1/4/17",2016,1,7,35,7,"shot_yes","Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",-151,80
"3456","Klay Thompson","Golden State Warriors","1/4/17",2016,4,10,21,46,"shot_no","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",158,218
"3457","Klay Thompson","Golden State Warriors","1/4/17",2016,4,10,17,46,"shot_no","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",89,228
"3458","Klay Thompson","Golden State Warriors","1/4/17",2016,1,10,49,10,"shot_yes","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-238,26
"3459","Klay Thompson","Golden State Warriors","1/4/17",2016,4,2,25,38,"shot_yes","Jump Shot","2PT Field Goal",16,"Portland Trail Blazers",146,85
"3460","Klay Thompson","Golden State Warriors","1/4/17",2016,2,5,40,17,"shot_no","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-233,36
"3461","Klay Thompson","Golden State Warriors","1/4/17",2016,2,4,50,16,"shot_no","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-161,195
"3462","Klay Thompson","Golden State Warriors","1/4/17",2016,3,9,2,33,"shot_no","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",230,-1
"3463","Klay Thompson","Golden State Warriors","1/4/17",2016,3,6,0,30,"shot_no","Jump Shot","2PT Field Goal",16,"Portland Trail Blazers",-156,46
"3464","Klay Thompson","Golden State Warriors","11/28/16",2016,4,5,39,41,"shot_no","Jump Shot","3PT Field Goal",26,"Atlanta Hawks",-11,267
"3465","Klay Thompson","Golden State Warriors","12/10/16",2016,2,5,41,17,"shot_no","Jump Shot","2PT Field Goal",11,"Memphis Grizzlies",86,70
"3466","Klay Thompson","Golden State Warriors","12/28/16",2016,1,4,22,4,"shot_no","Jump Shot","3PT Field Goal",27,"Toronto Raptors",-173,218
"3467","Klay Thompson","Golden State Warriors","12/10/16",2016,3,7,3,31,"shot_yes","Jump Shot","2PT Field Goal",21,"Memphis Grizzlies",-214,8
"3468","Klay Thompson","Golden State Warriors","12/28/16",2016,4,3,6,39,"shot_no","Jump Shot","3PT Field Goal",24,"Toronto Raptors",207,131
"3469","Klay Thompson","Golden State Warriors","12/28/16",2016,4,8,37,44,"shot_no","Jump Shot","2PT Field Goal",8,"Toronto Raptors",86,26
"3470","Klay Thompson","Golden State Warriors","12/28/16",2016,3,8,27,32,"shot_no","Jump Shot","2PT Field Goal",4,"Toronto Raptors",32,31
"3471","Klay Thompson","Golden State Warriors","12/28/16",2016,3,6,23,30,"shot_yes","Jump Shot","3PT Field Goal",25,"Toronto Raptors",199,159
"3472","Klay Thompson","Golden State Warriors","12/28/16",2016,3,4,19,28,"shot_yes","Jump Shot","3PT Field Goal",25,"Toronto Raptors",-196,165
"3473","Klay Thompson","Golden State Warriors","12/28/16",2016,4,10,41,46,"shot_no","Jump Shot","2PT Field Goal",18,"Toronto Raptors",102,154
"3474","Klay Thompson","Golden State Warriors","1/25/17",2016,4,7,34,43,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",-205,134
"3475","Klay Thompson","Golden State Warriors","11/28/16",2016,1,11,46,11,"shot_no","Jump Shot","2PT Field Goal",17,"Atlanta Hawks",112,139
"3476","Klay Thompson","Golden State Warriors","11/28/16",2016,3,7,37,31,"shot_no","Jump Shot","2PT Field Goal",11,"Atlanta Hawks",-63,95
"3477","Klay Thompson","Golden State Warriors","11/28/16",2016,1,8,1,8,"shot_no","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-119,218
"3478","Klay Thompson","Golden State Warriors","11/28/16",2016,4,1,44,37,"shot_no","Jump Shot","2PT Field Goal",14,"Atlanta Hawks",-70,124
"3479","Klay Thompson","Golden State Warriors","11/28/16",2016,1,9,15,9,"shot_yes","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",195,170
"3480","Klay Thompson","Golden State Warriors","11/28/16",2016,2,1,48,13,"shot_no","Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-17,46
"3481","Klay Thompson","Golden State Warriors","11/28/16",2016,3,10,46,34,"shot_no","Jump Shot","2PT Field Goal",18,"Atlanta Hawks",153,101
"3482","Klay Thompson","Golden State Warriors","3/20/17",2016,1,9,33,9,"shot_no","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-225,111
"3483","Klay Thompson","Golden State Warriors","3/26/17",2016,1,8,43,8,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-210,149
"3484","Klay Thompson","Golden State Warriors","3/26/17",2016,1,11,29,11,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-84,244
"3485","Klay Thompson","Golden State Warriors","3/26/17",2016,1,3,40,3,"shot_no","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",156,203
"3486","Klay Thompson","Golden State Warriors","3/26/17",2016,4,7,29,43,"shot_no","Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",230,13
"3487","Klay Thompson","Golden State Warriors","3/26/17",2016,1,6,15,6,"shot_no","Jump Shot","2PT Field Goal",14,"Memphis Grizzlies",-148,16
"3488","Klay Thompson","Golden State Warriors","11/23/16",2016,2,10,33,22,"shot_yes","Jump Shot","3PT Field Goal",28,"Los Angeles Lakers",-212,183
"3489","Klay Thompson","Golden State Warriors","11/23/16",2016,3,2,27,26,"shot_no","Jump Shot","2PT Field Goal",19,"Los Angeles Lakers",128,151
"3490","Klay Thompson","Golden State Warriors","11/23/16",2016,3,4,53,28,"shot_no","Jump Shot","3PT Field Goal",30,"Los Angeles Lakers",166,252
"3491","Klay Thompson","Golden State Warriors","11/23/16",2016,3,9,9,33,"shot_no","Jump Shot","3PT Field Goal",22,"Los Angeles Lakers",227,11
"3492","Klay Thompson","Golden State Warriors","2/25/17",2016,4,8,58,44,"shot_no","Jump Shot","3PT Field Goal",27,"Brooklyn Nets",-145,228
"3493","Klay Thompson","Golden State Warriors","2/25/17",2016,4,11,31,47,"shot_no","Jump Shot","2PT Field Goal",21,"Brooklyn Nets",207,51
"3494","Klay Thompson","Golden State Warriors","2/25/17",2016,4,10,44,46,"shot_no","Jump Shot","2PT Field Goal",17,"Brooklyn Nets",119,131
"3495","Klay Thompson","Golden State Warriors","2/25/17",2016,2,10,27,22,"shot_no","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",225,57
"3496","Klay Thompson","Golden State Warriors","2/25/17",2016,2,7,39,19,"shot_no","Jump Shot","2PT Field Goal",12,"Brooklyn Nets",-11,126
"3497","Klay Thompson","Golden State Warriors","11/21/16",2016,1,10,49,10,"shot_no","Jump Shot","3PT Field Goal",26,"Indiana Pacers",148,218
"3498","Klay Thompson","Golden State Warriors","11/21/16",2016,1,10,22,10,"shot_yes","Jump Shot","3PT Field Goal",26,"Indiana Pacers",202,165
"3499","Klay Thompson","Golden State Warriors","12/30/16",2016,1,4,28,4,"shot_yes","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",96,242
"3500","Klay Thompson","Golden State Warriors","12/30/16",2016,1,10,43,10,"shot_no","Jump Shot","3PT Field Goal",25,"Dallas Mavericks",50,252
"3501","Klay Thompson","Golden State Warriors","12/30/16",2016,3,10,9,34,"shot_yes","Jump Shot","2PT Field Goal",10,"Dallas Mavericks",-30,105
"3502","Klay Thompson","Golden State Warriors","12/30/16",2016,3,6,8,30,"shot_yes","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",233,2
"3503","Klay Thompson","Golden State Warriors","12/30/16",2016,2,3,18,15,"shot_no","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",-153,219
"3504","Klay Thompson","Golden State Warriors","12/1/16",2016,3,7,24,31,"shot_no","Jump Shot","3PT Field Goal",26,"Houston Rockets",195,185
"3505","Klay Thompson","Golden State Warriors","12/1/16",2016,3,11,27,35,"shot_no","Jump Shot","2PT Field Goal",19,"Houston Rockets",4,190
"3506","Klay Thompson","Golden State Warriors","12/1/16",2016,2,3,46,15,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",-214,139
"3507","Klay Thompson","Golden State Warriors","12/1/16",2016,3,7,55,31,"shot_no","Jump Shot","3PT Field Goal",22,"Houston Rockets",228,2
"3508","Klay Thompson","Golden State Warriors","12/1/16",2016,3,11,8,35,"shot_yes","Jump Shot","3PT Field Goal",26,"Houston Rockets",181,188
"3509","Klay Thompson","Golden State Warriors","12/1/16",2016,3,9,11,33,"shot_no","Jump Shot","2PT Field Goal",12,"Houston Rockets",127,26
"3510","Klay Thompson","Golden State Warriors","12/1/16",2016,1,4,30,4,"shot_yes","Jump Shot","3PT Field Goal",25,"Houston Rockets",-196,170
"3511","Klay Thompson","Golden State Warriors","12/1/16",2016,1,6,32,6,"shot_yes","Jump Shot","3PT Field Goal",23,"Houston Rockets",228,62
"3512","Klay Thompson","Golden State Warriors","12/1/16",2016,1,8,2,8,"shot_no","Jump Shot","3PT Field Goal",25,"Houston Rockets",146,213
"3513","Klay Thompson","Golden State Warriors","1/18/17",2016,3,9,6,33,"shot_no","Jump Shot","2PT Field Goal",14,"Oklahoma City Thunder",-9,149
"3514","Klay Thompson","Golden State Warriors","2/1/17",2016,1,10,45,10,"shot_no","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",132,208
"3515","Klay Thompson","Golden State Warriors","2/1/17",2016,1,7,23,7,"shot_yes","Jump Shot","3PT Field Goal",23,"Charlotte Hornets",233,38
"3516","Klay Thompson","Golden State Warriors","2/1/17",2016,1,5,38,5,"shot_no","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-210,164
"3517","Klay Thompson","Golden State Warriors","2/1/17",2016,2,9,36,21,"shot_yes","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-140,228
"3518","Klay Thompson","Golden State Warriors","2/1/17",2016,4,11,16,47,"shot_no","Jump Shot","2PT Field Goal",10,"Charlotte Hornets",12,105
"3519","Klay Thompson","Golden State Warriors","2/1/17",2016,2,11,9,23,"shot_no","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",19,272
"3520","Klay Thompson","Golden State Warriors","2/1/17",2016,1,8,58,8,"shot_yes","Jump Shot","3PT Field Goal",25,"Charlotte Hornets",-189,174
"3521","Klay Thompson","Golden State Warriors","2/1/17",2016,4,6,24,42,"shot_no","Jump Shot","2PT Field Goal",13,"Charlotte Hornets",-122,57
"3522","Klay Thompson","Golden State Warriors","2/1/17",2016,2,6,51,18,"shot_yes","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",-192,203
"3523","Klay Thompson","Golden State Warriors","11/25/16",2016,4,1,56,37,"shot_no","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",152,197
"3524","Klay Thompson","Golden State Warriors","2/1/17",2016,4,10,13,46,"shot_no","Jump Shot","2PT Field Goal",17,"Charlotte Hornets",110,131
"3525","Klay Thompson","Golden State Warriors","2/1/17",2016,2,6,25,18,"shot_no","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",101,259
"3526","Klay Thompson","Golden State Warriors","12/23/16",2016,1,11,16,11,"shot_yes","Jump Shot","3PT Field Goal",23,"Detroit Pistons",217,100
"3527","Klay Thompson","Golden State Warriors","1/18/17",2016,1,9,8,9,"shot_yes","Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",-233,41
"3528","Klay Thompson","Golden State Warriors","1/18/17",2016,4,9,43,45,"shot_yes","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-125,229
"3529","Klay Thompson","Golden State Warriors","1/18/17",2016,1,4,50,4,"shot_no","Jump Shot","2PT Field Goal",6,"Oklahoma City Thunder",22,57
